"date_of_charge","time_of_charge","amount","description_of_charge"
"2021-09-17","12:11:12","190","conference room"
"2021-09-17","14:02:30","128","sauna"
"2021-09-17","14:10:21","167","conference room"
"2021-09-17","16:34:26","194","sauna"
"2021-09-17","17:37:56","115","sauna"
"2021-09-17","18:54:21","104","sauna"
"2021-09-17","21:36:33","179","sauna"
"2021-09-17","22:04:54","155","sauna"
"2021-09-17","23:48:02","122","conference room"
"2021-09-18","13:42:42","177","sauna"
"2021-09-18","15:15:49","107","sauna"
"2021-09-18","19:44:46","135","sauna"
"2021-09-18","19:51:05","172","conference room"
"2021-09-18","20:01:06","151","sauna"
"2021-09-18","22:19:42","158","sauna"
"2021-09-18","22:36:39","138","sauna"
"2021-09-19","10:51:25","181","conference room"
"2021-09-19","13:39:56","158","sauna"
"2021-09-19","15:42:41","181","sauna"
"2021-09-19","22:12:37","105","conference room"
"2021-09-20","16:56:38","100","conference room"
"2021-09-20","17:15:20","117","gym"
"2021-09-20","19:05:15","159","gym"
"2021-09-21","15:54:44","160","conference room"
"2021-09-21","19:47:22","156","gym"
"2021-09-21","20:08:34","148","conference room"
"2021-09-21","23:31:27","122","conference room"
"2021-09-22","12:12:21","116","gym"
"2021-09-22","13:33:19","158","bar/restaurant"
"2021-09-22","20:21:52","138","bar/restaurant"
"2021-09-23","10:31:57","153","bar/restaurant"
"2021-09-23","12:03:54","155","bar/restaurant"
"2021-09-23","18:07:19","121","bar/restaurant"
"2021-09-23","23:27:26","157","gym"
"2021-09-24","13:02:00","176","bar/restaurant"
"2021-09-24","13:25:22","109","bar/restaurant"
"2021-09-24","14:50:14","153","gym"
"2021-09-24","16:38:36","176","bar/restaurant"
"2021-09-24","17:34:36","197","bar/restaurant"
"2021-09-24","17:58:30","181","gym"
"2021-09-24","19:18:44","186","bar/restaurant"
"2021-09-24","19:51:00","199","bar/restaurant"
"2021-09-24","20:57:29","169","bar/restaurant"
"2021-09-25","11:04:22","114","bar/restaurant"
"2021-09-25","19:58:29","117","bar/restaurant"
"2021-09-25","20:43:46","197","gym"
"2021-09-25","22:29:18","197","bar/restaurant"
"2021-09-25","23:38:02","131","bar/restaurant"
"2021-09-26","13:41:27","119","bar/restaurant"
"2021-09-27","11:43:17","150","gym"
"2021-09-27","12:25:05","151","conference room"
"2021-09-27","12:34:37","124","bar/restaurant"
"2021-09-27","16:06:14","162","bar/restaurant"
"2021-09-27","19:55:22","155","conference room"
"2021-09-27","21:49:37","117","conference room"
"2021-09-27","22:12:26","111","conference room"
"2021-09-28","15:04:34","188","gym"
"2021-09-28","17:37:03","194","conference room"
"2021-09-28","18:39:18","120","conference room"
"2021-09-28","23:46:47","120","bar/restaurant"
"2021-10-01","10:24:55","147","conference room"
"2021-10-02","11:02:56","151","gym"
"2021-10-02","12:53:50","127","sauna"
"2021-10-02","14:23:43","176","sauna"
"2021-10-02","16:34:30","196","conference room"
"2021-10-02","20:37:00","127","gym"
"2021-10-02","22:44:31","184","conference room"
"2021-10-03","21:51:36","135","sauna"
"2021-10-03","22:42:07","167","sauna"
"2021-10-03","23:52:22","111","conference room"
"2021-10-04","11:08:14","139","sauna"
"2021-10-04","19:01:23","108","gym"
"2021-10-04","20:15:23","113","sauna"
"2021-10-05","12:41:58","126","sauna"
"2021-10-05","16:14:32","193","sauna"
"2021-10-06","12:00:12","199","sauna"
"2021-10-06","12:07:39","157","sauna"
"2021-10-06","14:18:43","114","sauna"
"2021-10-06","15:20:15","128","sauna"
"2021-10-06","17:02:02","104","gym"
"2021-10-06","21:40:42","124","gym"
"2021-10-06","23:25:37","182","sauna"
"2021-10-06","23:33:33","137","gym"
"2021-10-06","23:44:37","138","conference room"
"2021-10-06","23:51:41","179","conference room"
"2021-10-07","23:33:56","117","conference room"
"2021-10-07","23:57:58","105","conference room"
"2021-10-08","10:41:13","195","gym"
"2021-10-08","11:22:15","145","sauna"
"2021-10-08","12:30:21","113","gym"
"2021-10-08","19:18:38","174","gym"
"2021-10-08","23:02:48","181","sauna"
"2021-10-09","10:45:20","195","bar/restaurant"
"2021-10-09","13:50:44","184","conference room"
"2021-10-09","14:42:26","193","bar/restaurant"
"2021-10-09","15:51:04","163","conference room"
"2021-10-09","20:54:02","162","conference room"
"2021-10-09","21:19:50","185","gym"
"2021-10-09","22:14:19","131","conference room"
"2021-10-09","22:56:26","123","bar/restaurant"
"2021-10-09","22:57:29","108","bar/restaurant"
"2021-10-10","13:17:02","139","sauna"
"2021-10-10","13:17:12","165","conference room"
"2021-10-10","13:24:03","101","sauna"
"2021-10-10","14:39:14","139","bar/restaurant"
"2021-10-10","15:04:30","146","sauna"
"2021-10-10","15:20:04","196","sauna"
"2021-10-10","15:56:17","123","sauna"
"2021-10-10","16:14:51","169","conference room"
"2021-10-10","21:00:47","160","sauna"
"2021-10-10","23:14:40","116","sauna"
"2021-10-11","14:48:50","124","conference room"
"2021-10-11","15:03:14","181","conference room"
"2021-10-11","18:14:19","176","bar/restaurant"
"2021-10-11","20:43:52","102","conference room"
"2021-10-11","22:17:44","187","bar/restaurant"
"2021-10-12","10:54:41","186","sauna"
"2021-10-12","11:11:50","192","bar/restaurant"
"2021-10-12","12:08:06","106","bar/restaurant"
"2021-10-12","12:17:45","142","bar/restaurant"
"2021-10-12","12:37:29","174","bar/restaurant"
"2021-10-12","14:10:41","133","sauna"
"2021-10-12","17:02:05","189","sauna"
"2021-10-12","17:24:49","192","conference room"
"2021-10-12","18:05:00","161","bar/restaurant"
"2021-10-12","19:48:02","118","sauna"
"2021-10-12","21:09:54","130","bar/restaurant"
"2021-10-12","21:54:21","190","bar/restaurant"
"2021-10-12","23:35:09","116","bar/restaurant"
"2021-10-13","10:15:48","174","bar/restaurant"
"2021-10-13","11:48:38","134","conference room"
"2021-10-13","12:15:26","128","bar/restaurant"
"2021-10-13","14:09:03","149","sauna"
"2021-10-13","15:13:50","161","bar/restaurant"
"2021-10-13","16:00:41","119","bar/restaurant"
"2021-10-13","16:38:23","116","bar/restaurant"
"2021-10-13","17:04:56","105","bar/restaurant"
"2021-10-13","17:10:33","144","bar/restaurant"
"2021-10-13","18:46:20","154","bar/restaurant"
"2021-10-13","19:16:25","145","sauna"
"2021-10-13","21:39:48","190","bar/restaurant"
"2021-10-14","10:50:26","191","bar/restaurant"
"2021-10-14","12:08:42","161","bar/restaurant"
"2021-10-14","12:13:05","142","conference room"
"2021-10-14","12:17:38","102","sauna"
"2021-10-14","12:23:14","145","gym"
"2021-10-14","13:04:11","199","sauna"
"2021-10-14","13:24:53","135","bar/restaurant"
"2021-10-14","13:32:14","151","bar/restaurant"
"2021-10-14","14:07:30","106","gym"
"2021-10-14","14:58:58","183","conference room"
"2021-10-14","15:06:03","196","bar/restaurant"
"2021-10-14","15:56:08","108","bar/restaurant"
"2021-10-14","16:23:24","134","bar/restaurant"
"2021-10-14","21:09:05","128","bar/restaurant"
"2021-10-14","22:28:52","189","gym"
"2021-10-14","22:29:27","164","bar/restaurant"
"2021-10-14","22:57:29","115","conference room"
"2021-10-14","23:29:24","105","bar/restaurant"
"2021-10-15","11:19:15","161","bar/restaurant"
"2021-10-15","11:47:09","129","conference room"
"2021-10-15","13:52:28","138","bar/restaurant"
"2021-10-15","14:27:20","120","conference room"
"2021-10-15","15:20:18","117","bar/restaurant"
"2021-10-15","16:19:14","197","conference room"
"2021-10-15","16:36:12","102","gym"
"2021-10-15","18:27:39","160","bar/restaurant"
"2021-10-15","18:49:08","117","bar/restaurant"
"2021-10-15","20:36:39","109","bar/restaurant"
"2021-10-15","20:37:21","122","bar/restaurant"
"2021-10-15","21:11:06","190","bar/restaurant"
"2021-10-15","21:26:52","138","conference room"
"2021-10-16","10:08:37","176","bar/restaurant"
"2021-10-16","13:17:19","199","gym"
"2021-10-16","14:23:42","119","bar/restaurant"
"2021-10-16","14:47:39","155","bar/restaurant"
"2021-10-16","15:23:55","136","bar/restaurant"
"2021-10-16","15:36:30","107","bar/restaurant"
"2021-10-16","15:52:03","129","bar/restaurant"
"2021-10-16","17:51:58","134","bar/restaurant"
"2021-10-16","19:27:03","186","conference room"
"2021-10-16","20:44:26","109","bar/restaurant"
"2021-10-17","11:05:38","112","conference room"
"2021-10-17","11:41:55","118","conference room"
"2021-10-17","14:08:06","113","bar/restaurant"
"2021-10-17","14:22:02","143","bar/restaurant"
"2021-10-17","14:29:05","125","gym"
"2021-10-17","15:45:18","116","gym"
"2021-10-17","18:55:14","103","conference room"
"2021-10-17","20:01:05","133","sauna"
"2021-10-17","20:19:29","111","bar/restaurant"
"2021-10-17","20:45:35","163","conference room"
"2021-10-17","23:27:03","141","bar/restaurant"
"2021-10-18","10:31:54","174","conference room"
"2021-10-18","10:58:56","185","bar/restaurant"
"2021-10-18","12:21:51","131","conference room"
"2021-10-18","12:35:21","148","sauna"
"2021-10-18","13:20:25","172","conference room"
"2021-10-18","13:20:58","166","bar/restaurant"
"2021-10-18","15:31:00","100","sauna"
"2021-10-18","16:26:52","107","conference room"
"2021-10-18","17:14:08","179","sauna"
"2021-10-18","17:50:05","183","conference room"
"2021-10-18","17:57:29","190","gym"
"2021-10-19","10:25:20","177","conference room"
"2021-10-19","11:35:46","195","conference room"
"2021-10-19","12:06:43","190","bar/restaurant"
"2021-10-19","14:36:00","145","conference room"
"2021-10-19","16:06:30","113","conference room"
"2021-10-19","17:03:57","146","conference room"
"2021-10-19","20:03:02","151","gym"
"2021-10-19","20:55:05","168","sauna"
"2021-10-19","21:49:56","144","conference room"
"2021-10-19","22:25:42","138","conference room"
"2021-10-19","23:14:17","165","conference room"
"2021-10-20","12:14:05","141","conference room"
"2021-10-20","12:21:17","182","sauna"
"2021-10-20","12:53:08","146","bar/restaurant"
"2021-10-20","13:04:26","182","bar/restaurant"
"2021-10-20","13:17:05","100","gym"
"2021-10-20","18:33:39","122","sauna"
"2021-10-20","19:03:02","197","sauna"
"2021-10-20","19:39:09","142","bar/restaurant"
"2021-10-20","20:14:37","145","bar/restaurant"
"2021-10-20","22:05:10","109","sauna"
"2021-10-21","10:15:21","129","sauna"
"2021-10-21","10:41:27","103","conference room"
"2021-10-21","12:27:51","195","conference room"
"2021-10-21","13:13:51","102","sauna"
"2021-10-21","14:11:52","116","bar/restaurant"
"2021-10-21","15:57:16","135","bar/restaurant"
"2021-10-21","18:31:24","169","sauna"
"2021-10-21","19:19:14","155","sauna"
"2021-10-21","19:33:27","167","conference room"
"2021-10-21","19:45:00","189","sauna"
"2021-10-21","20:03:49","157","sauna"
"2021-10-21","20:06:12","121","conference room"
"2021-10-21","21:29:48","147","conference room"
"2021-10-21","22:34:07","168","sauna"
"2021-10-21","22:45:29","111","conference room"
"2021-10-21","23:53:06","190","gym"
"2021-10-22","10:14:20","187","bar/restaurant"
"2021-10-22","11:57:46","197","gym"
"2021-10-22","12:04:21","189","sauna"
"2021-10-22","12:11:03","156","sauna"
"2021-10-22","12:57:56","155","bar/restaurant"
"2021-10-22","15:51:04","178","conference room"
"2021-10-22","18:25:19","138","sauna"
"2021-10-22","19:29:50","111","conference room"
"2021-10-22","21:47:20","169","conference room"
"2021-10-22","22:55:31","174","sauna"
"2021-10-23","11:25:00","135","sauna"
"2021-10-23","11:25:41","176","sauna"
"2021-10-23","12:25:52","146","conference room"
"2021-10-23","12:29:45","143","conference room"
"2021-10-23","12:55:35","198","conference room"
"2021-10-23","13:33:44","179","bar/restaurant"
"2021-10-23","13:52:39","144","conference room"
"2021-10-23","14:22:09","164","sauna"
"2021-10-23","15:00:25","126","sauna"
"2021-10-23","15:21:15","193","conference room"
"2021-10-23","16:01:15","139","conference room"
"2021-10-23","16:17:14","149","sauna"
"2021-10-23","16:40:36","198","conference room"
"2021-10-23","16:49:29","131","sauna"
"2021-10-23","18:12:27","138","gym"
"2021-10-23","19:04:56","193","sauna"
"2021-10-23","21:05:16","132","conference room"
"2021-10-23","21:46:54","124","conference room"
"2021-10-23","21:57:17","134","gym"
"2021-10-24","11:48:13","195","sauna"
"2021-10-24","12:24:50","177","bar/restaurant"
"2021-10-24","13:52:19","100","conference room"
"2021-10-24","14:04:04","181","bar/restaurant"
"2021-10-24","17:48:31","199","bar/restaurant"
"2021-10-24","19:10:39","131","bar/restaurant"
"2021-10-24","21:10:42","120","sauna"
"2021-10-24","22:13:33","149","sauna"
"2021-10-24","23:21:03","188","conference room"
"2021-10-25","12:36:36","169","gym"
"2021-10-25","18:49:07","155","conference room"
"2021-10-25","19:16:17","192","conference room"
"2021-10-25","19:46:24","130","gym"
"2021-10-25","20:51:16","129","conference room"
"2021-10-26","16:57:28","125","conference room"
"2021-10-26","18:51:13","164","conference room"
"2021-10-27","11:13:12","161","conference room"
"2021-10-27","16:11:23","140","conference room"
"2021-10-27","17:05:31","185","conference room"
"2021-10-27","17:53:06","171","conference room"
"2021-10-27","18:55:21","163","bar/restaurant"
"2021-10-27","22:36:27","130","conference room"
"2021-10-27","23:09:50","178","conference room"
"2021-10-27","23:12:33","155","bar/restaurant"
"2021-10-28","12:15:01","193","conference room"
"2021-10-28","12:32:06","190","gym"
"2021-10-28","12:50:23","137","conference room"
"2021-10-28","18:19:40","128","bar/restaurant"
"2021-10-28","19:44:45","183","bar/restaurant"
"2021-10-28","20:11:55","127","conference room"
"2021-11-01","10:55:03","175","bar/restaurant"
"2021-11-01","15:08:20","170","conference room"
"2021-11-01","15:42:54","184","conference room"
"2021-11-01","20:49:43","139","bar/restaurant"
"2021-11-02","10:49:29","189","gym"
"2021-11-02","11:47:29","177","conference room"
"2021-11-02","13:01:51","135","gym"
"2021-11-02","14:14:27","167","conference room"
"2021-11-02","19:10:48","192","bar/restaurant"
"2021-11-02","19:41:22","148","sauna"
"2021-11-02","22:35:39","160","conference room"
"2021-11-02","23:09:24","167","bar/restaurant"
"2021-11-03","11:04:32","118","bar/restaurant"
"2021-11-03","12:17:54","127","gym"
"2021-11-03","12:51:58","155","gym"
"2021-11-03","14:12:43","193","bar/restaurant"
"2021-11-03","18:24:54","175","gym"
"2021-11-03","18:45:14","120","sauna"
"2021-11-03","20:23:53","111","gym"
"2021-11-04","12:38:15","103","gym"
"2021-11-04","13:22:23","107","conference room"
"2021-11-04","14:34:48","103","conference room"
"2021-11-04","16:44:23","198","sauna"
"2021-11-04","19:54:39","199","sauna"
"2021-11-04","21:06:39","123","sauna"
"2021-11-04","22:16:41","118","sauna"
"2021-11-05","10:49:08","140","conference room"
"2021-11-05","11:53:08","170","conference room"
"2021-11-05","12:01:32","139","sauna"
"2021-11-05","13:23:17","112","sauna"
"2021-11-05","17:14:54","132","sauna"
"2021-11-05","18:55:09","111","sauna"
"2021-11-05","22:48:27","148","conference room"
"2021-11-06","11:26:45","122","sauna"
"2021-11-06","11:42:41","148","conference room"
"2021-11-06","14:55:07","194","sauna"
"2021-11-06","15:43:33","108","sauna"
"2021-11-06","17:57:01","142","sauna"
"2021-11-06","18:00:33","167","sauna"
"2021-11-06","22:23:31","196","sauna"
"2021-11-07","10:47:01","162","conference room"
"2021-11-07","11:37:26","131","conference room"
"2021-11-07","11:55:26","122","sauna"
"2021-11-07","20:06:06","146","conference room"
"2021-11-07","21:13:38","107","conference room"
"2021-11-08","10:19:08","184","conference room"
"2021-11-08","10:26:17","127","conference room"
"2021-11-08","13:31:46","135","conference room"
"2021-11-08","14:25:07","157","sauna"
"2021-11-08","17:21:01","105","conference room"
"2021-11-08","18:13:56","195","conference room"
"2021-11-08","18:48:24","185","conference room"
"2021-11-08","20:10:12","105","conference room"
"2021-11-08","21:50:26","142","conference room"
"2021-11-08","22:36:30","159","conference room"
"2021-11-08","23:08:43","197","conference room"
"2021-11-08","23:48:22","160","gym"
"2021-11-09","11:14:58","170","conference room"
"2021-11-09","12:11:09","193","conference room"
"2021-11-09","13:52:18","189","conference room"
"2021-11-09","15:32:43","189","sauna"
"2021-11-09","18:36:16","129","conference room"
"2021-11-09","18:39:54","172","conference room"
"2021-11-09","18:40:31","159","sauna"
"2021-11-09","19:44:21","134","sauna"
"2021-11-09","20:15:54","164","sauna"
"2021-11-09","20:20:48","120","conference room"
"2021-11-09","21:12:35","180","conference room"
"2021-11-09","23:10:11","135","conference room"
"2021-11-09","23:20:05","171","conference room"
"2021-11-10","11:43:35","145","sauna"
"2021-11-10","11:45:03","106","conference room"
"2021-11-10","15:02:45","164","gym"
"2021-11-10","16:16:50","187","sauna"
"2021-11-10","18:21:05","107","conference room"
"2021-11-10","19:13:16","130","sauna"
"2021-11-10","19:42:45","185","conference room"
"2021-11-10","20:27:46","139","sauna"
"2021-11-10","22:02:21","130","conference room"
"2021-11-10","22:43:43","129","sauna"
"2021-11-10","22:45:35","152","conference room"
"2021-11-11","12:28:32","160","gym"
"2021-11-11","12:38:24","106","conference room"
"2021-11-11","13:26:36","176","gym"
"2021-11-11","18:16:05","160","conference room"
"2021-11-11","18:33:43","197","conference room"
"2021-11-11","18:38:33","197","conference room"
"2021-11-11","19:29:07","191","conference room"
"2021-11-11","19:40:41","155","conference room"
"2021-11-11","21:19:53","160","conference room"
"2021-11-11","23:35:35","190","sauna"
"2021-11-12","12:08:41","124","conference room"
"2021-11-12","12:28:13","133","conference room"
"2021-11-12","14:40:42","134","bar/restaurant"
"2021-11-12","14:54:33","100","sauna"
"2021-11-12","17:00:03","190","bar/restaurant"
"2021-11-12","17:31:41","119","conference room"
"2021-11-12","18:22:21","184","conference room"
"2021-11-12","18:58:24","189","bar/restaurant"
"2021-11-12","20:01:05","199","sauna"
"2021-11-12","20:22:44","184","conference room"
"2021-11-12","21:14:27","190","bar/restaurant"
"2021-11-12","23:02:33","169","bar/restaurant"
"2021-11-13","14:00:18","102","bar/restaurant"
"2021-11-13","17:23:01","112","bar/restaurant"
"2021-11-13","17:26:18","148","bar/restaurant"
